country,year,sex,name,count
IT,1999,F,Abir,15
IT,1999,F,Ada,52
IT,1999,F,Addolorata,23
IT,1999,F,Adelaide,55
IT,1999,F,Adele,216
IT,1999,F,Adelina,14
IT,1999,F,Adriana,288
IT,1999,F,Agata,116
IT,1999,F,Agnese,440
IT,1999,F,Aicha,35
IT,1999,F,Aida,13
IT,1999,F,Aisha,18
IT,1999,F,Alba,93
IT,1999,F,Alberta,25
IT,1999,F,Alberto,11
IT,1999,F,Aleksandra,16
IT,1999,F,Alesia,10
IT,1999,F,Alessandra,2535
IT,1999,F,Alessandra Maria,30
IT,1999,F,Alessandra Pia,14
IT,1999,F,Alessandro,88
IT,1999,F,Alessia,8491
IT,1999,F,Alessia Angela,9
IT,1999,F,Alessia Francesca,12
IT,1999,F,Alessia Maria,51
IT,1999,F,Alessia Pia,21
IT,1999,F,Alessia Rita,11
IT,1999,F,Alessio,35
IT,1999,F,Alex,11
IT,1999,F,Alexa,33
IT,1999,F,Alexandra,91
IT,1999,F,Alexia,170
IT,1999,F,Alfonsina,13
IT,1999,F,Alice,3263
IT,1999,F,Alice Maria,19
IT,1999,F,Alicia,19
IT,1999,F,Alida,18
IT,1999,F,Alina,16
IT,1999,F,Aline,10
IT,1999,F,Alisea,40
IT,1999,F,Alisia,62
IT,1999,F,Alison,39
IT,1999,F,Alissa,34
IT,1999,F,Alissia,19
IT,1999,F,Allegra,125
IT,1999,F,Allison,23
IT,1999,F,Alma,26
IT,1999,F,Altea,41
IT,1999,F,Althea,17
IT,1999,F,Alyssa,25
IT,1999,F,Amal,31
IT,1999,F,Amalia,74
IT,1999,F,Amanda,74
IT,1999,F,Ambra,170
IT,1999,F,Amela,9
IT,1999,F,Amelia,50
IT,1999,F,Amina,56
IT,1999,F,Amira,37
IT,1999,F,Amy,21
IT,1999,F,Ana,12
IT,1999,F,Anais,17
IT,1999,F,Anastasia,193
IT,1999,F,Andrea,203
IT,1999,F,Andrea Giulia,10
IT,1999,F,Andrea Maria,9
IT,1999,F,Andreana,11
IT,1999,F,Andree,9
IT,1999,F,Andreina,23
IT,1999,F,Anella,9
IT,1999,F,Angela,1473
IT,1999,F,Angela Maria,29
IT,1999,F,Angela Pia,25
IT,1999,F,Angelica,760
IT,1999,F,Angelika,12
IT,1999,F,Angelina,30
IT,1999,F,Angelo,12
IT,1999,F,Angie,13
IT,1999,F,Anita,232
IT,1999,F,Anja,27
IT,1999,F,Anna,3540
IT,1999,F,Anna Caterina,10
IT,1999,F,Anna Chiara,88
